{0000}	                     INN[6]
{3182}	TOAD: Let's get a move on![2] I'll see you in Mushroom Kingdom.[0]
{3183}	 Here, you can have this.[0]
{3184}	BOWYER: 997! 998! 999! 1000![1] Nya ha ha! 1000 arrows![2] For cover they run, nya![1] FUN this is, yes.[1] Nya! Another 1000 will I shoot![0]
{3185}	MALLOW: Mario, who IS that guy?[1] [12][12]He must be the one shooting[1] arrows at Rose Town![0]
{3186}	BOWYER: Happy I am, nya![1] Look...LOOK at their expressions[1] when freeze they do![0]
{3187}	FLUNKIES: Woo hoo![1] They're standing like statues![0]
{3188}	BOWYER: Nya![1] More practice do I need![0]
{3189}	MALLOW: Oh no![1] He's not stopping![1] We've got to do something![0]
{3190}	MALLOW: Who do you think you are,[1] Bruce Lee? You can't just go in[1] there with your fists flying![0]
{3191}	MALLOW: Oh no, someone's coming![1] Let's hide and see if we can[1] learn anything.[0]
{3192}	MALLOW: There're too many of 'em.[1] We'll be creamed![0]
{3193}	 Look what I found, Bowyer![0]
{3194}	BOWYER: What? WHAT?[1] Disturb me you must not![1] Practicing, I am.[2] More arrows must I shoot![1] More statues must I make, nya![0]
{3195}	???:[1]                   Stop![0]
{3196}	???: Hold it right there![1] You don't know what you're doing.[1] RETURN that star to me![0]
{3197}	BOWYER: Gnya, NYA!?[1] A stranger you are...[1] and strange looking at that![2] Teach you, we must,[1] who's in charge![0]
{3198}	???: Thanks for the help.[1] You really got me out of a jam.[3] Why are you staring at me?[1] You know I'm more than just[1] a doll, don't you?[0]
{3199}	???: Have you guessed the truth?[12][1] I'm a visitor from above, and this[1] is a form I'm borrowing briefly.[0]
{3200}	MALLOW: You mean, like, from the[1] sky or something?[0]
{3201}	???: Higher than that, I'm afraid![12][12][12][2] Do you two know anything about[1] the “Star Road”?[0]
{3202}	???: Completely in the dark, eh?[12][12][12][1] Well, it's a big mess up there right[1] now, and it concerns you too![12][12][3] Let me explain...[3] You've heard of wishing upon a[1] shooting star?[0]
{3203}	???: At the “Star Road”, your[1] wish is transformed into a star.[2] When it's granted, it then turns[1] into a shooting star and falls[1] down to earth.[3] So you see, the Star Road plays an[1] integral role in granting wishes.[3] But ever since a sword destroyed[1] the “Star Road”, everything's[1] come to a halt.[3] No stars have been made since.[2] The way things stand,[5] yours is a[1] world where wishes can't come[1] true anymore.[0]
{3204}	MALLOW: Are you saying THIS star[1] is a part of your “Starway”?[0]
{3205}	???: That's “STAR ROAD”, my[1] fluffy little friend ...[3] Yes, [5]that star is a broken piece[1] of the Star Road.[3] I'm here to find them all, and[1] repair the Star Road.[0]
{3206}	???: [1] The broken Star Pieces...[2] There are 7 altogether.[0]
{3207}	???: For peace to return...[2] we must get rid of Smithy,[1] find the Star Pieces, and repair[1] the Star Road..[0]
{3208}	???: I'm “[36][37]!?”, but it's hard to[1] pronounce so...[2] Call me “Geno”, after the doll.[3] I chose him because he looked the[1] strongest out of all the dolls.[0]
{3209}	 “Geno”, who is searching for the[1]  pieces of the Star Road, joins[1]         Mario and Mallow.[3] Things are definitely looking up![0]
{3210}	GENO: Now grab the star, Mario![0]
{3211}	 Ooh, I heard everything![12][1] Who would have known that star[1] was so important?[3] I've got to inform Smithy![0]
{3212}	GENO: Come on![1] Let's get this show on the road.[0]
{3213}	[1]        Pick up a “Mushroom”[0]
{3214}	GARDENER: Hey![1] I haven't finished yet.[0]
{3215}	GARDENER: Short attention span?[0]
{3216}	GARDENER: Hi, I'm the gardener.[12][12][12][1] See that huge planter?[3] I've spent many years seeking the[1] legendary “Seed” and “Fertilizer”[1] to fill it with, but had no luck.[3] Sigh...if I could only find them![0]
{3217}	GARDENER: Incredible![1] I can't believe it! It's the[1] legendary “Seed” I've read about[1] in the ancient gardening texts.[1] These are so rare! Can you even[1] begin to comprehend what a huge[1] discovery this is? I've spent my[1] whole life searching for one![1] It's too much, I tell ya![13][24][6]
{3218}	GARDENER: Egads![1] Do you know what you have there?[1] That fertilizer comes from the[1] Shy Away clan, famous for its[1] miraculous feats of gardening. I[1] looked for it beyond the cliffs,[1] even tried Bean Valley, but failed.[1] I've traveled around the world and[1] waited a lifetime for some of that[1] fertilizer you've got there![13][24][6]
{3219}	GARDENER: Well, that's my story.[2] Say...will you give me the “Seed”?[1]  [7]  (Sure)[1]  [7]  (Nope)[0]
{3220}	GARDENER: Yes, you might say I[1] have fertilizer on the brain.[2] Will you give it to me?[1]  [7]  (Sure)[1]  [7]  (Sorry)[0]
{3221}	GARDENER: You changed your mind?[2]  [7]  (Yes)[1]  [7]  (No)[0]
{3222}	GARDENER: Well, Mario?[2] Will you give me the fertilizer?[1]  [7]  (Yes)[1]  [7]  (No)[0]
{3223}	GARDENER: I finally have it![3] This is extraordinary![0]
{3224}	 May I have the fertilizer?[1]  [7]  (Yes)[1]  [7]  (No)[0]
{3225}	GARDENER: Sigh...[1] What ever happened to granting[1] an old man's wishes?[0]
{3226}	GARDENER: Oh thank you![2] I finally have both the “Seed” and[1] the “Fertilizer”.[2] I'll try them out right away.[0]
{3227}	GARDENER: I'd be so happy if I[1] only had the “Seed”![3] I'm sooo disappointed.[0]
{3228}	GARDENER: I finally have it![2] But without the “Seed”,[1] it's useless.[0]
{3229}	 You're giving me the fertilizer too?[1]  [7]  (Yes)[1]  [7]  (No)[0]
{3230}	GARDENER: Gals don't care for[1] tightwads, you know![0]
{3231}	FACTORY CHIEF: Mario![12][12][1] I'm surprised to see you here.[0]
{3232}	FACTORY CHIEF: But this is the[1] end of the line for you.[2] This is the closest you'll ever get[1] to Smithy, so savor the moment.[0]
{3233}	FACTORY CHIEF: Harrumph![1] You'll be fodder for my incredible[1] invention, the “Gunyolk”![0]
{3234}	POUNDER #1: Sir![12][12][1] “Drill Bit” will be finished on time.[0]
{3235}	POUNDER #2: [1]       We're ahead of schedule![0]
{3236}	POUNDER #3: [1]       We'll make Smithy proud![0]
{3237}	POUNDER: Here's the report![0]
{3238}	MANAGER: Good work, everyone.[12][12][12][1] The harder we work, the stronger[1] Smithy will become![0]
{3239}	MANAGER: The weapons we[1] manufacture here will be...[3][1]           Just think of it...[0]
{3240}	MANAGER: When Smithy takes over[1] Mario's world, we can do anything[1] we want![0]
{3241}	[1]              Gwah, ha, ha...[13][48][6]
{3242}	BOWSER:[1]              Not so fast![3][1]     You sure are a cocky bunch![0]
{3243}	BOWSER: I rule this world![1] Don't you forget it![0]
{3244}	MANAGER: It's Mario![2] Mack 2 and Yaridovich 2 didn't[1] stop him?[0]
{3245}	BOWSER: No, NO! Leave Mario[1] outta this. I'm the one you need[1] to worry about, not him![0]
{3246}	MANAGER: Mario, you're about to[1] make the longest jump of your life![0]
{3247}	BOWSER: Y...You're ignoring me![0]
{3248}	CLERK: [1] Production is on schedule?[3] This, despite the fact that Mack,[1] Bowyer, Yaridovich, and the Axem[1] Rangers were defeated.[2] At this rate, Smithy will have a[1] new army in no time![0]
{3249}	MALLOW: A...new army?[3] You can't be making more weapons![1] Haven't you caused enough trouble[1] already?[0]
{3250}	CLERK: What did you say, you[1] little puff ball?[1] [12][12]Mad Mallet! TRASH 'em![0]
{3251}	CLERK: All right, let's see[1] whatcha got![0]
{3252}	CLERK: [1] Oh yeah?! Who are you?[0]
{3253}	MALLOW: This is THE Mario![3] Give up now, while you still have[1] a chance![3] Shut down production NOW,[1] or he'll...STOMP ya![0]
{3254}	MALLOW: Ha![1] Hope you learned your lesson![0]
{3255}	MALLOW: [1] We're almost there, Mario.[2] Come on![0]
{3256}	MALLOW: What do you suppose[1] this switch does? Hmm...[0]
{3257}	MALLOW: [1]         Ack! Help me, Mario![0]
{3258}	MALLOW: [43][12][43][12][43][12]Nothing's happening.[0]
{3259}	MALLOW: Huh?[1] What's with the funny face, Mario?[3] Oh I KNOW, you're trying to make[1] me look, aren't you?[12][12][1] I'm not going to fall for that one![0]
{3260}	MALLOW: Boy, that was scary![1] I guess the green switch controls[1] the crane.[0]
{3261}	GENO: Hmm[43][12][43][12][43][12][2] The production line hasn't halted.[0]
{3262}	GENO: This must be where Smithy[1] makes his weapons.[3] To find the last Star Piece and[1] stop the factory, we've got to[1] defeat him first.[0]
{3263}	GENO: Mario...[1] There's no turning back now.[1] Are you ready?[0]
{3264}	GENO: Our quest is almost over.[0]
{3265}	GENO: And when the time comes[43][12][43][12][43][12][0]
{3266}	GENO: Look Mario, this is where the[1] weapons come from.[0]
{3267}	[1][1]                Nya ha ha.[13][48][6]
{3268}	              Heh heh heh...[13][48][6]
{3269}	 Like the moon over[13][32] [1] the day, my genius and brawn[13][32][1] are lost on these fools. [13][32]~Haiku[0]
{3270}	TOADSTOOL: You there![12][12][1] Are you the one in charge here?[3] Do you know what your weapons[1] have been doing to our world?[3] Stop this nonsense at once![0]
{3271}	DIRECTOR:[1]    I'm afraid that isn't possible. [3] Any dissent against Smithy will be[1] dealt with by immediate melt down.[0]
{3272}	TOADSTOOL: [1]             M, melt down?[3] You can't scare me, I've got[1] Mario by my side![0]
{3273}	DIRECTOR: [1]     Dissenters will be eliminated![1]       Production will continue.[0]
{3274}	TOADSTOOL:[1]            That was scary![3] But we can't run away now.[2] We've got to kick these lowlifes[1] out of our world.[0]
{3275}	[1][1]   I wish for everyone to be happy.[0]
{3276}	DEALER: [1]         I will draw one card.[0]
{3277}	DEALER: [1]        I'll play with this hand.[0]
{3278}	DEALER: [1]         Draw or stay, Mario?[0]
{3279}	            Your total is [28][0].[1]  [7] (Draw)[1]  [7] (Stay)[0]
{3280}	DEALER: [1] I will first deal you two cards.[0]
{3281}	            You got a(n) [28][0].[0]
{3282}	      Oh no! You went over 21.[0]
{3283}	DEALER:[1]      Please show me your hand.[0]
{3284}	DEALER: [1]                I have [28][0].[0]
{3285}	[1]          Mario, you have [28][0].[0]
{3286}	DEALER: I broke 21, so you won![2] Here's your Frog Coin.[0]
{3287}	DEALER: You won this round.[2] Here is your Frog Coin.[0]
{3288}	DEALER: You lost this round.[2] I'll take your Frog Coin.[0]
{3289}	DEALER: It's a tie.[2] I'll keep your Frog Coin.[0]
{3290}	DEALER: No Frog Coins?[2] Sorry, you can't play then.[0]
{3291}	DEALER: [1]            Your first card.[0]
{3292}	DEALER: [1]          Your second card.[0]
{3293}	DEALER: [1] Welcome to the Blackjack table.[2] Play a round with me, sir?[1]  [7] (Yes)[1]  [7] (No)[0]
{3294}	 Another game, sir?[1]  [7] (Sure)[1]  [7] (No)[0]
{3295}	DEALER: [1] Welcome to the Grate Guy Casino.[0]
{3296}	DEALER: If you would like to play,[1] please go to the other side of[1] the table.[0]
{3297}	DEALER: In Blackjack, whomever[1] comes the closest to 21 points,[1] without going over, wins.[3] I will first deal 2 cards, then we[1] will each draw as many cards as[1] we wish.[3] Once we stop drawing cards, we[1] both show our hand, and whomever[1] has the higher total wins.[3] But if your hand exceeds 21, your[1] opponent wins, regardless of how[1] many points they have.[3] So if you exceed 21, you'll lose.[3] If I go over 21, you'll win.[3] To play, you'll need 1 Frog Coin.[3] If you win, you'll get 1 Frog Coin,[1] but if it's a tie or you lose, I'll[1] keep it.[3] So how about it?[2] Would you like to play Blackjack?[1]  [7] (Yes)[1]  [7] (No)[0]
{3298}	DOORMAN: Sorry, this casino is[1] for members only.[0]
{3299}	DOORMAN: You don't have a[1] “Bright Card”?[2] I'm sorry, I can't let you in.[0]
{3300}	DOORMAN: Please enjoy yourself.[0]
{3301}	DOORMAN: We hope everything was[1] to your liking?[0]
{3302}	 Business is so slow...[2] Hey Mario, wanna play “Look the[1] other way” with me?[0]
{3303}	 Ready, and...[1] Look the...other...[13][40][6]
{3304}	 (Hit right/left on the Control Pad)[0]
{3305}	 ...Way![0]
{3306}	 Gotcha![1] I win![0]
{3307}	 Ooh, you didn't get caught![1] I lost this round.[0]
{3308}	 Okay, Mario, this is in celebration[1] of your wins![0]
{3309}	        Received a “Star Egg”![0]
{3310}	 Wanna try it again?[1]  [7] (Yes)[1]  [7] (No)[0]
{3311}	TOAD: This is for you.[0]
{3312}	 Welcome to the Grate Guy Casino![2] Wanna play the slot machines?[1]  [7] (Yes)[1]  [7] (No)[0]
{3313}	 As you wish.[0]
{3314}	 Require instructions?[1]  [7] (No)[1]  [7] (Yes)[0]
{3315}	 I'll take your 10 coins.[2] Please enjoy yourself.[0]
{3316}	 Please come back with more coins.[0]
{3317}	 The slot machine costs 10 coins[1] per game.[3] Hit it once to start the game.[3] Each consecutive hit will freeze[1] one of the pictures. Match all 3[1] and you might win a Frog Coin.[3] Do you want to try it out?[1]  [7] (Yes)[1]  [7] (No)[0]
{3318}	GRATE GUY: Hello Mario![3] I run this casino![1] Feel free to enjoy yourself.[0]
{3319}	DEALER: Do you want to continue?[1]  [7] (Yes)[1]  [7] (No)[0]
{3320}	 I wonder what became of Booster's[1] search for a bride?[0]
{3321}	           [12]You [12]missed![13][40][6]
{3322}	          Talk to the flower[2]     and the star gate will open.[0]
{3323}	             To Marrymore[0]
{3324}	              To Star Hill[0]
{3325}	[1][1]    Can't wait to start a family.[0]
{3326}	[1][1]         I hope my baby's cute![0]
{3327}	[1][1]      May Mallow fix the Road![0]
{3328}	            It's been sealed[0]
{3329}	            It's been sealed[0]
{3330}	            It's been sealed[0]
{3331}	            It's been sealed[0]
{3332}	            It's been sealed[0]
{3333}	            It's been sealed[0]
{3334}	            It's been sealed[0]
{3335}	            It's been sealed[0]
{3336}	                  Look![1]   The “Shiny Stone” is reacting![0]
{3337}	      The seal has been broken![0]
{3338}	 It's really weird.[1] Sometimes I hear the guy next door.[3] He's always mumbling about a[1] Crystal-this and an Evil-that.[3] Isn't a “Crystal” some kind of a[1] shiny rock...or something?[1] I know I've seen those somewhere![0]
{3339}	JINX: Whoa[12][12][43][43][43][2] You ARE the stronger champion,[1] no doubt about it.[3] My reputation was staked on this[1] last fight, so I've lost the title[1] of “Sensei”.[3] From today, you are the Sensei[1] of this dojo.[3] Please take this belt, which only[1] the highest ranking fighter in the[1] dojo can wear.[0]
{3340}	 We will rename the dojo, “Mario[1] Style Dojo”, and incorporate your[1] jump technique into the training.[0]
{3341}	        Received a “Jinx Belt”[0]
{3342}	JINX: Jagger and I will start our[1] training immediately.[0]
{3343}	 1000 warm up jumps![1] Ready, begin![0]
{3344}	[1]                   DODO![0]
{3345}	VALENTINA: Did you display the[1] statues properly?[0]
{3346}	VALENTINA: Fine! Now polish them[1] to a fine luster and make them a[1] tribute to my beauty![0]
{3347}	VALENTINA: Pay attention to me![2] Hurry up, and DON'T let me catch[1] you dozing again.[0]
{3348}	VALENTINA: What?[2] You saw a statue move?[1] Don't be ridiculous.[3] You're just stalling, so you won't[1] have to polish them![0]
{3349}	VALENTINA: What?[1] The statue was “ticklish”?[2] Is that what you said?[3] If you try stalling just one more[1] time, I'm gonna have your feathers[1] plucked for my pillow. Now SCAT![0]
{3350}	VALENTINA: STOP BOTHERING ME![2] If you're so worried, why don't[1] you go give it a good peck![0]
{3351}	          Pick up a “Feather”.[0]
{3352}	JAGGER: Mario Sensei, the new[1] regimen will strengthen us, right?[0]
{3353}	JINX: Master![1] Share your wisdom with us![0]
{3354}	CULEX: [1]      Farewell, champion knight![0]
{3355}	    Received a “Quartz Charm”![0]
{3356}	 I think our neighbor moved away.[0]
{3357}	                 Uh oh...[1]    Dodo's in a pretty bad mood.[3]  Keep up your statue disguise and[1]   jump to avoid getting pecked.[3]        Get ready because he's[1]           coming this way![0]
{3358}	                 Uh oh...[1]    Dodo's in a pretty bad mood.[3]  Keep up your statue disguise and[1]   jump to avoid getting pecked.[3]        Get ready because he's[1]           coming this way![0]
{3359}	                 Uh oh...[1]    Dodo's in a pretty bad mood.[3]  Keep up your statue disguise and[1]   jump to avoid getting pecked.[3]        Get ready because he's[1]           coming this way![0]
{3360}	                 Uh oh...[1]    Dodo's in a pretty bad mood.[3]  Keep up your statue disguise and[1]   jump to avoid getting pecked.[3]        Get ready because he's[1]           coming this way![0]
{3361}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3362}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3363}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3364}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3365}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3366}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3367}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3368}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3369}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3370}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3371}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3372}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3373}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3374}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3375}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3376}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3377}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3378}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3379}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3380}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3381}	FROGFUCIUS: So! Toadstool was[1] the bride, after all?[3] You'd better hurry and rescue her[1] before she's...married![0]
{3382}	FROGFUCIUS: Good work, Mario.[1] You rescued Toadstool.[3] Why don't you head back to[1] Mushroom Kingdom?[1] I'm sure the Chancellor is worried.[0]
{3383}	FROGFUCIUS: [1] I have the latest news, children.[3] A large star's been sighted on[1] “Star Hill”.[0]
{3384}	FROGFUCIUS: Eh!?[2] That delicious smell![1] You have some Cricket Jam, yes?[3] May I have some?[1]  [7] (Sure)[1]  [7] (Nope)[0]
{3385}	 Sure, torture an old man![0]
{3386}	 Mmm, this is wonderful![1] Thank you, Mario.[1] You've made an old man happy.[3] Here's a little allowance for being[1] so good to me.[0]
{3387}	 My wish has come true.[0]
{3388}	FROGFUCIUS: Have you been to[1] Seaside Town yet?[1] Something odd is going on there.[0]
{3389}	FROGFUCIUS: Beware of the giant[1] squid in the sunken ship. Turn 'im[1] into calamari or something![0]
{3390}	FROGFUCIUS: The entrance to[1] Monstro Town is underground.[1] Follow the whirls in the desert.[0]
{3391}	FROGFUCIUS: I JUST found out that[1] there's a kingdom in the clouds.[1] Go and explore it, my children.[0]
{3392}	 Was that too much to absorb?[1] Would you like a recap?[2]  [7] (Sure)[1]  [7] (Nope)[0]
{3393}	 Okay, here's the gist of it![1] Smithy invaded our world and took[1] over Bowser's Keep.[3] Toadstool and Bowser were thrown[1] by the impact, and now Smithy and[1] his cohorts are on a rampage.[3] The shooting stars are somehow[1] connected to this disturbance and[1] they're the key to defeating Smithy.[0]
{3394}	 Would you like me to repeat that?[1]  [7] (Yes)[1]  [7] (No)[0]
{3395}	 It's quite a situation we have on[1] our hands, isn't it?[0]
{3396}	MALLOW: Grandpa![1] We found my real home![1] It's way up in the clouds.[0]
{3397}	FROGFUCIUS: Mallow![1] You're a prince?![1] I never would have guessed![3] And now you're helping to save[1] the world?[1] You've come a long way, child.[3] Although you've found your family,[1] this adventure isn't over yet![0]
{3398}	MALLOW: Yep. I'm not giving up![0]
{3399}	FROGFUCIUS: You've got to defeat[1] Valentina and save Nimbus Land.[0]
{3400}	FROGFUCIUS: Ah! Now the people[1] of Nimbus Land can rejoice.[3] SO![1] I hear the next Star Piece is[1] inside a volcano.[3] I also heard that Booster got[1] himself another bride from the sky.[0]
{3401}	FROGFUCIUS: So...only Bowser's[1] Keep remains.[3] The citizens of Nimbus Land will[1] tell you how to get there.[0]
{3402}	FROGFUCIUS: [1] That's all the advice I have.[3] You've done well. All that's left[1] to do is to defeat Smithy.[3] Save this world, and bring this[1] quest to a happy end![0]
{3403}	 This[43]is[43]Smithy's castle![3] No trespassers[43]allowed.[0]
{3404}	 This[43]is[43]Smithy's castle![3] No trespassers[43]allowed.[0]
{3405}	 This[43]is[43]Smithy's castle![3] No trespassers[43]allowed.[0]
{3406}	 This[43]is[43]Smithy's castle![3] No trespassers[43]allowed.[0]
{3407}	 This[43]is[43]Smithy's castle![3] No trespassers[43]allowed.[0]
{3408}	 This[43]is[43]Smithy's castle![3] No trespassers[43]allowed.[0]
{3409}	BOWSER: [1]               Magikoopa![0]
{3410}	MAGIKOOPA: Huh[43]where am I?[12][12][12][1] Bowser, hello![1] How have you been?[3] I, uh, made it back here SOMEHOW,[1] but it seems like I've been[1] brainwashed or something.[3] I can't seem to remember ANYTHING.[1] Have I done something...wrong?[0]
{3411}	BOWSER: Uh, [5]don't [5]worry about it.[2] Let's just put it behind us.[3] It's great running into a loyal[1] Koopa Trooper like you.[0]
{3412}	MAGIKOOPA: I'm glad![1] It looks like you've got some tough[1] new troopers now.[3] But my magic can still help you.[0]
{3413}	 Watch this![2]            Ho'o[5]kala[5]ku[5]pua![0]
{3414}	MAGIKOOPA: This magic treasure[1] box will never run out of coins.[3] Just keep on hitting it.[0]
{3415}	MAGIKOOPA: [1] I'll be here if you need me.[3] Come by whenever you need to[1] rejuvenate your HP and magic.[0]
{3416}	MAGIKOOPA: [1] You've come to the right person![0]
{3417}	[1]             Ha ha ha ha ha![0]
{3418}	 Ahhhhh...[1] So YOU are the notorious Mario![3] I'm impressed you made it this far.[1] I didn't think you could.[0]
{3419}	 Oh![1] Feisty little fellow, aren't you?[2] But this is the end of the line.[3] Now you've got to deal with ME![2] EN GARDE![0]
{3420}	VALENTINA: [1] WHAT are you babbling about?[3] Why should I marry you?[0]
{3421}	VALENTINA: [1] WHAT are you babbling about?[3] Why should I marry you?[0]
{3422}	VALENTINA: [1] WHAT are you babbling about?[3] Why should I marry you?[0]
{3423}	VALENTINA: [1] WHAT are you babbling about?[3] Why should I marry you?[0]
{3424}	VALENTINA: [1] WHAT are you babbling about?[3] Why should I marry you?[0]
{3425}	VALENTINA: ........[3] What a wonderful thing to say![0]
{3426}	BOWSER: Ahhh...[1]     The scent of boiling lava...[3] It's so nice to be home![3] Smithy's gonna pay for stealing[1] my splendid castle from me![0]
{3427}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3428}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3429}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3430}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3431}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3432}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3433}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3434}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3435}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3436}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3437}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3438}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3439}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3440}	  The secret to the shooting stars[1]          has been unraveled.[2]         Find the Star Pieces,[1]         and bring peace back[1]           to Mario's world.[0]
{3441}	       You've found Dyna, Mite,[1]          and a Star Piece...[2]       But where is Toadstool?[0]
{3442}	       You've come a long way,[1]  but your journey's not over yet.[1]    There are 3 more Star Pieces.[0]
{3443}	     Smithy is now in the race for[1]           the Star Pieces![2]  What horrible surprises might he[1]       have in store for Mario?[1] [0]
{3444}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3445}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3446}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3447}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3448}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3449}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3450}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3451}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3452}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3453}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3454}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3455}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3456}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3457}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3458}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3459}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3460}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3461}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3462}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3463}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3464}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3465}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3466}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3467}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3468}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3469}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3470}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
